Year,Period ID,Period,Area,Adjusted,Unemployment
"2000","02","Feb","Laredo MSA","Adj","4,711"
"2000","03","Mar","Laredo MSA","Adj","4,544"
"2000","04","Apr","Laredo MSA","Adj","4,362"
"2000","05","May","Laredo MSA","Adj","4,245"
"2000","06","Jun","Laredo MSA","Adj","4,163"
"2000","07","Jul","Laredo MSA","Adj","4,126"
"2000","08","Aug","Laredo MSA","Adj","4,124"
"2000","09","Sep","Laredo MSA","Adj","4,102"
"2000","10","Oct","Laredo MSA","Adj","4,072"
"2000","11","Nov","Laredo MSA","Adj","4,044"
"2000","12","Dec","Laredo MSA","Adj","4,087"
"1999","01","Jan","Laredo MSA","Adj","6,803"
"1999","02","Feb","Laredo MSA","Adj","6,746"
"1999","03","Mar","Laredo MSA","Adj","6,600"
"1999","04","Apr","Laredo MSA","Adj","6,562"
"1999","05","May","Laredo MSA","Adj","6,594"
"1999","06","Jun","Laredo MSA","Adj","6,554"
"1999","07","Jul","Laredo MSA","Adj","6,391"
"1999","08","Aug","Laredo MSA","Adj","6,142"
"1999","09","Sep","Laredo MSA","Adj","5,923"
"1999","10","Oct","Laredo MSA","Adj","5,770"
"1999","11","Nov","Laredo MSA","Adj","5,683"
"1999","12","Dec","Laredo MSA","Adj","5,628"
"1998","01","Jan","Laredo MSA","Adj","6,603"
"1998","02","Feb","Laredo MSA","Adj","6,631"
"1998","03","Mar","Laredo MSA","Adj","6,768"
"1998","04","Apr","Laredo MSA","Adj","6,794"
"1998","05","May","Laredo MSA","Adj","6,715"
"1998","06","Jun","Laredo MSA","Adj","6,713"
"1998","07","Jul","Laredo MSA","Adj","6,795"
"1998","08","Aug","Laredo MSA","Adj","7,003"
"1998","09","Sep","Laredo MSA","Adj","7,211"
"1998","10","Oct","Laredo MSA","Adj","7,196"
"1998","11","Nov","Laredo MSA","Adj","7,006"
"1998","12","Dec","Laredo MSA","Adj","6,841"
"1997","01","Jan","Laredo MSA","Adj","8,005"
"1997","02","Feb","Laredo MSA","Adj","8,055"
"1997","03","Mar","Laredo MSA","Adj","7,948"
"1997","04","Apr","Laredo MSA","Adj","7,611"
"1997","05","May","Laredo MSA","Adj","7,405"
"1997","06","Jun","Laredo MSA","Adj","7,380"
"1997","07","Jul","Laredo MSA","Adj","7,282"
"1997","08","Aug","Laredo MSA","Adj","7,114"
"1997","09","Sep","Laredo MSA","Adj","6,928"
"1997","10","Oct","Laredo MSA","Adj","6,716"
"1997","11","Nov","Laredo MSA","Adj","6,589"
"1997","12","Dec","Laredo MSA","Adj","6,595"
"1996","01","Jan","Laredo MSA","Adj","10,335"
"1996","02","Feb","Laredo MSA","Adj","9,767"
"1996","03","Mar","Laredo MSA","Adj","9,465"
"1996","04","Apr","Laredo MSA","Adj","9,346"
"1996","05","May","Laredo MSA","Adj","9,160"
"1996","06","Jun","Laredo MSA","Adj","8,840"
"1996","07","Jul","Laredo MSA","Adj","8,598"
"1996","08","Aug","Laredo MSA","Adj","8,401"
"1996","09","Sep","Laredo MSA","Adj","8,283"
"1996","10","Oct","Laredo MSA","Adj","8,364"
"1996","11","Nov","Laredo MSA","Adj","8,364"
"1996","12","Dec","Laredo MSA","Adj","8,139"
"1995","01","Jan","Laredo MSA","Adj","7,484"
"1995","02","Feb","Laredo MSA","Adj","8,683"
"1995","03","Mar","Laredo MSA","Adj","9,813"
"1995","04","Apr","Laredo MSA","Adj","10,964"
"1995","05","May","Laredo MSA","Adj","11,648"
"1995","06","Jun","Laredo MSA","Adj","11,959"
"1995","07","Jul","Laredo MSA","Adj","12,166"
"1995","08","Aug","Laredo MSA","Adj","12,263"
"1995","09","Sep","Laredo MSA","Adj","12,100"
"1995","10","Oct","Laredo MSA","Adj","11,774"
"1995","11","Nov","Laredo MSA","Adj","11,499"
"1995","12","Dec","Laredo MSA","Adj","11,027"
"1994","01","Jan","Laredo MSA","Adj","7,028"
"1994","02","Feb","Laredo MSA","Adj","7,102"
"1994","03","Mar","Laredo MSA","Adj","6,983"
"1994","04","Apr","Laredo MSA","Adj","6,805"
"1994","05","May","Laredo MSA","Adj","6,674"
"1994","06","Jun","Laredo MSA","Adj","6,572"
"1994","07","Jul","Laredo MSA","Adj","6,510"
"1994","08","Aug","Laredo MSA","Adj","6,436"
"1994","09","Sep","Laredo MSA","Adj","6,377"
"1994","10","Oct","Laredo MSA","Adj","6,310"
"1994","11","Nov","Laredo MSA","Adj","6,165"
"1994","12","Dec","Laredo MSA","Adj","6,085"
"1993","01","Jan","Laredo MSA","Adj","6,693"
"1993","02","Feb","Laredo MSA","Adj","6,567"
"1993","03","Mar","Laredo MSA","Adj","6,519"
"1993","04","Apr","Laredo MSA","Adj","6,557"
"1993","05","May","Laredo MSA","Adj","6,700"
"1993","06","Jun","Laredo MSA","Adj","6,885"
"1993","07","Jul","Laredo MSA","Adj","7,045"
"1993","08","Aug","Laredo MSA","Adj","7,061"
"1993","09","Sep","Laredo MSA","Adj","7,005"
"1993","10","Oct","Laredo MSA","Adj","6,966"
"1993","11","Nov","Laredo MSA","Adj","6,881"
"1993","12","Dec","Laredo MSA","Adj","6,883"
"1992","01","Jan","Laredo MSA","Adj","6,578"
"1992","02","Feb","Laredo MSA","Adj","6,561"
"1992","03","Mar","Laredo MSA","Adj","6,488"
"1992","04","Apr","Laredo MSA","Adj","6,556"
"1992","05","May","Laredo MSA","Adj","6,783"
"1992","06","Jun","Laredo MSA","Adj","6,925"
"1992","07","Jul","Laredo MSA","Adj","6,892"
"1992","08","Aug","Laredo MSA","Adj","6,851"
"1992","09","Sep","Laredo MSA","Adj","6,805"
"1992","10","Oct","Laredo MSA","Adj","6,725"
"1992","11","Nov","Laredo MSA","Adj","6,748"
"1992","12","Dec","Laredo MSA","Adj","6,800"
"1991","01","Jan","Laredo MSA","Adj","6,890"
"1991","02","Feb","Laredo MSA","Adj","7,006"
"1991","03","Mar","Laredo MSA","Adj","6,951"
"1991","04","Apr","Laredo MSA","Adj","6,639"
"1991","05","May","Laredo MSA","Adj","6,415"
"1991","06","Jun","Laredo MSA","Adj","6,265"
"1991","07","Jul","Laredo MSA","Adj","6,094"
"1991","08","Aug","Laredo MSA","Adj","6,038"
"1991","09","Sep","Laredo MSA","Adj","6,119"
"1991","10","Oct","Laredo MSA","Adj","6,257"
"1991","11","Nov","Laredo MSA","Adj","6,365"
"1991","12","Dec","Laredo MSA","Adj","6,474"
"1990","01","Jan","Laredo MSA","Adj","6,580"
"1990","02","Feb","Laredo MSA","Adj","6,604"
"1990","03","Mar","Laredo MSA","Adj","6,709"
"1990","04","Apr","Laredo MSA","Adj","6,796"
"1990","05","May","Laredo MSA","Adj","6,627"
"1990","06","Jun","Laredo MSA","Adj","6,455"
"1990","07","Jul","Laredo MSA","Adj","6,490"
"1990","08","Aug","Laredo MSA","Adj","6,569"
"1990","09","Sep","Laredo MSA","Adj","6,593"
"1990","10","Oct","Laredo MSA","Adj","6,656"
"1990","11","Nov","Laredo MSA","Adj","6,805"
"1990","12","Dec","Laredo MSA","Adj","6,869"
"2017","01","Jan","Longview MSA","Adj","6,261"
"2017","02","Feb","Longview MSA","Adj","6,485"
"2017","03","Mar","Longview MSA","Adj","6,466"
"2017","04","Apr","Longview MSA","Adj","6,178"
"2017","05","May","Longview MSA","Adj","5,640"
"2017","06","Jun","Longview MSA","Adj","5,092"
"2017","07","Jul","Longview MSA","Adj","4,512"
"2017","08","Aug","Longview MSA","Adj","4,546"
"2017","09","Sep","Longview MSA","Adj","4,377"
"2016","01","Jan","Longview MSA","Adj","5,287"
"2016","02","Feb","Longview MSA","Adj","5,286"
"2016","03","Mar","Longview MSA","Adj","5,551"
"2016","04","Apr","Longview MSA","Adj","5,821"
"2016","05","May","Longview MSA","Adj","5,774"
"2016","06","Jun","Longview MSA","Adj","6,014"
"2016","07","Jul","Longview MSA","Adj","6,295"
"2016","08","Aug","Longview MSA","Adj","6,610"
"2016","09","Sep","Longview MSA","Adj","6,756"
"2016","10","Oct","Longview MSA","Adj","6,284"
"2016","11","Nov","Longview MSA","Adj","5,946"
"2016","12","Dec","Longview MSA","Adj","6,115"
"2015","01","Jan","Longview MSA","Adj","4,478"
"2015","02","Feb","Longview MSA","Adj","4,539"
"2015","03","Mar","Longview MSA","Adj","4,683"
"2015","04","Apr","Longview MSA","Adj","4,862"
"2015","05","May","Longview MSA","Adj","4,989"
"2015","06","Jun","Longview MSA","Adj","5,046"
"2015","07","Jul","Longview MSA","Adj","5,091"
"2015","08","Aug","Longview MSA","Adj","5,156"
"2015","09","Sep","Longview MSA","Adj","5,239"
"2015","10","Oct","Longview MSA","Adj","5,324"
"2015","11","Nov","Longview MSA","Adj","5,394"
"2015","12","Dec","Longview MSA","Adj","5,449"
"2014","01","Jan","Longview MSA","Adj","5,800"
"2014","02","Feb","Longview MSA","Adj","5,719"
"2014","03","Mar","Longview MSA","Adj","5,589"
"2014","04","Apr","Longview MSA","Adj","5,404"
"2014","05","May","Longview MSA","Adj","5,224"
"2014","06","Jun","Longview MSA","Adj","5,073"
"2014","07","Jul","Longview MSA","Adj","4,970"
"2014","08","Aug","Longview MSA","Adj","4,889"
"2014","09","Sep","Longview MSA","Adj","4,788"
"2014","10","Oct","Longview MSA","Adj","4,686"
"2014","11","Nov","Longview MSA","Adj","4,590"
"2014","12","Dec","Longview MSA","Adj","4,505"
"2013","01","Jan","Longview MSA","Adj","6,652"
"2013","02","Feb","Longview MSA","Adj","6,594"
"2013","03","Mar","Longview MSA","Adj","6,511"
"2013","04","Apr","Longview MSA","Adj","6,460"
"2013","05","May","Longview MSA","Adj","6,429"
"2013","06","Jun","Longview MSA","Adj","6,377"
"2013","07","Jul","Longview MSA","Adj","6,301"
"2013","08","Aug","Longview MSA","Adj","6,242"
"2013","09","Sep","Longview MSA","Adj","6,199"
"2013","10","Oct","Longview MSA","Adj","6,128"
"2013","11","Nov","Longview MSA","Adj","6,018"
"2013","12","Dec","Longview MSA","Adj","5,897"
"2012","01","Jan","Longview MSA","Adj","6,865"
"2012","02","Feb","Longview MSA","Adj","6,749"
"2012","03","Mar","Longview MSA","Adj","6,670"
"2012","04","Apr","Longview MSA","Adj","6,632"
"2012","05","May","Longview MSA","Adj","6,647"
"2012","06","Jun","Longview MSA","Adj","6,665"
"2012","07","Jul","Longview MSA","Adj","6,640"
"2012","08","Aug","Longview MSA","Adj","6,583"
"2012","09","Sep","Longview MSA","Adj","6,535"
"2012","10","Oct","Longview MSA","Adj","6,519"
"2012","11","Nov","Longview MSA","Adj","6,548"
"2012","12","Dec","Longview MSA","Adj","6,619"
"2011","01","Jan","Longview MSA","Adj","7,895"
"2011","02","Feb","Longview MSA","Adj","7,774"
"2011","03","Mar","Longview MSA","Adj","7,680"
"2011","04","Apr","Longview MSA","Adj","7,617"
"2011","05","May","Longview MSA","Adj","7,597"
"2011","06","Jun","Longview MSA","Adj","7,600"
"2011","07","Jul","Longview MSA","Adj","7,596"
"2011","08","Aug","Longview MSA","Adj","7,596"
"2011","09","Sep","Longview MSA","Adj","7,564"
"2011","10","Oct","Longview MSA","Adj","7,436"
"2011","11","Nov","Longview MSA","Adj","7,237"
"2011","12","Dec","Longview MSA","Adj","7,032"
"2010","01","Jan","Longview MSA","Adj","8,759"
"2010","02","Feb","Longview MSA","Adj","8,670"
"2010","03","Mar","Longview MSA","Adj","8,551"
"2010","04","Apr","Longview MSA","Adj","8,416"
"2010","05","May","Longview MSA","Adj","8,258"
"2010","06","Jun","Longview MSA","Adj","8,121"
"2010","07","Jul","Longview MSA","Adj","8,048"
"2010","08","Aug","Longview MSA","Adj","8,034"
"2010","09","Sep","Longview MSA","Adj","8,055"
"2010","10","Oct","Longview MSA","Adj","8,092"
"2010","11","Nov","Longview MSA","Adj","8,100"
"2010","12","Dec","Longview MSA","Adj","8,025"
"2009","01","Jan","Longview MSA","Adj","5,675"
"2009","02","Feb","Longview MSA","Adj","6,152"
"2009","03","Mar","Longview MSA","Adj","6,547"
"2009","04","Apr","Longview MSA","Adj","6,860"
"2009","05","May","Longview MSA","Adj","8,358"
"2009","06","Jun","Longview MSA","Adj","8,695"
"2009","07","Jul","Longview MSA","Adj","8,936"
"2009","08","Aug","Longview MSA","Adj","9,016"
"2009","09","Sep","Longview MSA","Adj","8,984"
"2009","10","Oct","Longview MSA","Adj","8,892"
"2009","11","Nov","Longview MSA","Adj","8,810"
"2009","12","Dec","Longview MSA","Adj","8,782"
"2008","01","Jan","Longview MSA","Adj","4,072"
"2008","02","Feb","Longview MSA","Adj","4,009"
"2008","03","Mar","Longview MSA","Adj","3,994"
"2008","04","Apr","Longview MSA","Adj","4,035"
"2008","05","May","Longview MSA","Adj","4,116"
"2008","06","Jun","Longview MSA","Adj","4,214"
"2008","07","Jul","Longview MSA","Adj","4,337"
"2008","08","Aug","Longview MSA","Adj","4,467"
"2008","09","Sep","Longview MSA","Adj","4,592"
"2008","10","Oct","Longview MSA","Adj","4,737"
"2008","11","Nov","Longview MSA","Adj","4,927"
"2008","12","Dec","Longview MSA","Adj","5,231"
"2007","01","Jan","Longview MSA","Adj","4,254"
"2007","02","Feb","Longview MSA","Adj","4,157"
"2007","03","Mar","Longview MSA","Adj","4,055"
"2007","04","Apr","Longview MSA","Adj","3,998"
"2007","05","May","Longview MSA","Adj","3,982"
"2007","06","Jun","Longview MSA","Adj","3,981"
"2007","07","Jul","Longview MSA","Adj","3,979"
"2007","08","Aug","Longview MSA","Adj","3,982"
"2007","09","Sep","Longview MSA","Adj","4,008"
"2007","10","Oct","Longview MSA","Adj","4,042"
"2007","11","Nov","Longview MSA","Adj","4,089"
"2007","12","Dec","Longview MSA","Adj","4,117"
"2006","01","Jan","Longview MSA","Adj","4,840"
"2006","02","Feb","Longview MSA","Adj","4,824"
"2006","03","Mar","Longview MSA","Adj","4,843"
"2006","04","Apr","Longview MSA","Adj","4,856"
"2006","05","May","Longview MSA","Adj","4,839"
"2006","06","Jun","Longview MSA","Adj","4,818"
"2006","07","Jul","Longview MSA","Adj","4,799"
"2006","08","Aug","Longview MSA","Adj","4,719"
"2006","09","Sep","Longview MSA","Adj","4,592"
"2006","10","Oct","Longview MSA","Adj","4,482"
"2006","11","Nov","Longview MSA","Adj","4,398"
"2006","12","Dec","Longview MSA","Adj","4,327"
"2005","01","Jan","Longview MSA","Adj","5,452"
"2005","02","Feb","Longview MSA","Adj","5,390"
"2005","03","Mar","Longview MSA","Adj","5,329"
"2005","04","Apr","Longview MSA","Adj","5,246"
"2005","05","May","Longview MSA","Adj","5,127"
"2005","06","Jun","Longview MSA","Adj","5,006"
"2005","07","Jul","Longview MSA","Adj","4,942"
"2005","08","Aug","Longview MSA","Adj","4,905"
"2005","09","Sep","Longview MSA","Adj","4,874"
"2005","10","Oct","Longview MSA","Adj","4,878"
"2005","11","Nov","Longview MSA","Adj","4,911"
"2005","12","Dec","Longview MSA","Adj","4,896"
"2004","01","Jan","Longview MSA","Adj","6,133"
"2004","02","Feb","Longview MSA","Adj","6,085"
"2004","03","Mar","Longview MSA","Adj","6,039"
"2004","04","Apr","Longview MSA","Adj","5,949"
"2004","05","May","Longview MSA","Adj","5,832"
"2004","06","Jun","Longview MSA","Adj","5,734"
"2004","07","Jul","Longview MSA","Adj","5,641"
"2004","08","Aug","Longview MSA","Adj","5,556"
"2004","09","Sep","Longview MSA","Adj","5,541"
"2004","10","Oct","Longview MSA","Adj","5,586"
"2004","11","Nov","Longview MSA","Adj","5,604"
"2004","12","Dec","Longview MSA","Adj","5,542"
"2003","01","Jan","Longview MSA","Adj","6,764"
"2003","02","Feb","Longview MSA","Adj","6,812"
"2003","03","Mar","Longview MSA","Adj","6,868"
"2003","04","Apr","Longview MSA","Adj","6,920"
"2003","05","May","Longview MSA","Adj","6,946"
"2003","06","Jun","Longview MSA","Adj","6,908"
"2003","07","Jul","Longview MSA","Adj","6,797"
"2003","08","Aug","Longview MSA","Adj","6,676"
"2003","09","Sep","Longview MSA","Adj","6,558"
"2003","10","Oct","Longview MSA","Adj","6,432"
"2003","11","Nov","Longview MSA","Adj","6,313"
"2003","12","Dec","Longview MSA","Adj","6,209"
"2002","01","Jan","Longview MSA","Adj","6,095"
"2002","02","Feb","Longview MSA","Adj","6,194"
"2002","03","Mar","Longview MSA","Adj","6,300"
"2002","04","Apr","Longview MSA","Adj","6,418"
"2002","05","May","Longview MSA","Adj","6,507"
"2002","06","Jun","Longview MSA","Adj","6,560"
"2002","07","Jul","Longview MSA","Adj","6,573"
"2002","08","Aug","Longview MSA","Adj","6,562"
"2002","09","Sep","Longview MSA","Adj","6,560"
"2002","10","Oct","Longview MSA","Adj","6,591"
"2002","11","Nov","Longview MSA","Adj","6,657"
"2002","12","Dec","Longview MSA","Adj","6,717"
"2001","01","Jan","Longview MSA","Adj","4,434"
"2001","02","Feb","Longview MSA","Adj","4,465"
"2001","03","Mar","Longview MSA","Adj","4,532"
"2001","04","Apr","Longview MSA","Adj","4,612"
"2001","05","May","Longview MSA","Adj","4,677"
"2001","06","Jun","Longview MSA","Adj","4,757"
"2001","07","Jul","Longview MSA","Adj","4,884"
"2001","08","Aug","Longview MSA","Adj","5,073"
"2001","09","Sep","Longview MSA","Adj","5,294"
"2001","10","Oct","Longview MSA","Adj","5,522"
"2001","11","Nov","Longview MSA","Adj","5,742"
"2001","12","Dec","Longview MSA","Adj","5,942"
"2000","01","Jan","Longview MSA","Adj","5,504"
"2000","02","Feb","Longview MSA","Adj","5,382"
"2000","03","Mar","Longview MSA","Adj","5,208"
"2000","04","Apr","Longview MSA","Adj","5,013"
"2000","05","May","Longview MSA","Adj","4,845"
"2000","06","Jun","Longview MSA","Adj","4,695"
"2000","07","Jul","Longview MSA","Adj","4,597"
"2000","08","Aug","Longview MSA","Adj","4,569"
"2000","09","Sep","Longview MSA","Adj","4,551"
"2000","10","Oct","Longview MSA","Adj","4,504"
"2000","11","Nov","Longview MSA","Adj","4,437"
"2000","12","Dec","Longview MSA","Adj","4,411"
"1999","01","Jan","Longview MSA","Adj","6,694"
"1999","02","Feb","Longview MSA","Adj","6,590"
"1999","03","Mar","Longview MSA","Adj","6,663"
"1999","04","Apr","Longview MSA","Adj","6,806"
"1999","05","May","Longview MSA","Adj","6,754"
"1999","06","Jun","Longview MSA","Adj","6,763"
"1999","07","Jul","Longview MSA","Adj","6,911"
"1999","08","Aug","Longview MSA","Adj","6,908"
"1999","09","Sep","Longview MSA","Adj","6,885"
"1999","10","Oct","Longview MSA","Adj","6,802"
"1999","11","Nov","Longview MSA","Adj","6,676"
"1999","12","Dec","Longview MSA","Adj","6,715"
"1998","01","Jan","Longview MSA","Adj","6,334"
"1998","02","Feb","Longview MSA","Adj","6,200"
"1998","03","Mar","Longview MSA","Adj","6,149"
"1998","04","Apr","Longview MSA","Adj","6,033"
"1998","05","May","Longview MSA","Adj","6,142"
"1998","06","Jun","Longview MSA","Adj","6,414"
"1998","07","Jul","Longview MSA","Adj","6,685"
"1998","08","Aug","Longview MSA","Adj","7,066"
"1998","09","Sep","Longview MSA","Adj","7,323"
"1998","10","Oct","Longview MSA","Adj","7,252"
"1998","11","Nov","Longview MSA","Adj","7,053"
"1998","12","Dec","Longview MSA","Adj","6,867"
"1997","01","Jan","Longview MSA","Adj","6,725"
"1997","02","Feb","Longview MSA","Adj","6,802"
"1997","03","Mar","Longview MSA","Adj","6,751"
"1997","04","Apr","Longview MSA","Adj","6,515"
"1997","05","May","Longview MSA","Adj","6,426"
"1997","06","Jun","Longview MSA","Adj","6,594"
"1997","07","Jul","Longview MSA","Adj","6,710"
"1997","08","Aug","Longview MSA","Adj","6,656"
"1997","09","Sep","Longview MSA","Adj","6,579"
"1997","10","Oct","Longview MSA","Adj","6,535"
"1997","11","Nov","Longview MSA","Adj","6,530"
"1997","12","Dec","Longview MSA","Adj","6,514"
"1996","01","Jan","Longview MSA","Adj","7,008"
"1996","02","Feb","Longview MSA","Adj","6,938"
"1996","03","Mar","Longview MSA","Adj","6,865"
"1996","04","Apr","Longview MSA","Adj","6,878"
"1996","05","May","Longview MSA","Adj","6,769"
"1996","06","Jun","Longview MSA","Adj","6,449"
"1996","07","Jul","Longview MSA","Adj","6,251"
"1996","08","Aug","Longview MSA","Adj","6,253"
"1996","09","Sep","Longview MSA","Adj","6,370"
"1996","10","Oct","Longview MSA","Adj","6,569"
"1996","11","Nov","Longview MSA","Adj","6,673"
"1996","12","Dec","Longview MSA","Adj","6,679"
"1995","01","Jan","Longview MSA","Adj","6,141"
"1995","02","Feb","Longview MSA","Adj","6,079"
"1995","03","Mar","Longview MSA","Adj","6,261"
"1995","04","Apr","Longview MSA","Adj","6,638"
"1995","05","May","Longview MSA","Adj","6,962"
"1995","06","Jun","Longview MSA","Adj","7,200"
"1995","07","Jul","Longview MSA","Adj","7,273"
"1995","08","Aug","Longview MSA","Adj","7,287"
"1995","09","Sep","Longview MSA","Adj","7,198"
"1995","10","Oct","Longview MSA","Adj","7,105"
"1995","11","Nov","Longview MSA","Adj","7,123"
"1995","12","Dec","Longview MSA","Adj","7,077"
"1994","01","Jan","Longview MSA","Adj","7,755"
"1994","02","Feb","Longview MSA","Adj","8,050"
"1994","03","Mar","Longview MSA","Adj","8,120"
"1994","04","Apr","Longview MSA","Adj","8,004"
"1994","05","May","Longview MSA","Adj","7,847"
"1994","06","Jun","Longview MSA","Adj","7,773"
"1994","07","Jul","Longview MSA","Adj","7,717"
"1994","08","Aug","Longview MSA","Adj","7,526"
"1994","09","Sep","Longview MSA","Adj","7,233"
"1994","10","Oct","Longview MSA","Adj","6,873"
"1994","11","Nov","Longview MSA","Adj","6,464"
"1994","12","Dec","Longview MSA","Adj","6,217"
"1993","01","Jan","Longview MSA","Adj","9,028"
"1993","02","Feb","Longview MSA","Adj","9,021"
"1993","03","Mar","Longview MSA","Adj","8,902"
"1993","04","Apr","Longview MSA","Adj","8,796"
"1993","05","May","Longview MSA","Adj","8,670"
"1993","06","Jun","Longview MSA","Adj","8,500"
"1993","07","Jul","Longview MSA","Adj","8,282"
"1993","08","Aug","Longview MSA","Adj","7,951"
"1993","09","Sep","Longview MSA","Adj","7,719"
"1993","10","Oct","Longview MSA","Adj","7,689"
"1993","11","Nov","Longview MSA","Adj","7,642"
"1993","12","Dec","Longview MSA","Adj","7,573"
"1992","01","Jan","Longview MSA","Adj","8,823"
"1992","02","Feb","Longview MSA","Adj","8,759"
"1992","03","Mar","Longview MSA","Adj","8,524"
"1992","04","Apr","Longview MSA","Adj","8,370"
"1992","05","May","Longview MSA","Adj","8,479"
"1992","06","Jun","Longview MSA","Adj","8,543"
"1992","07","Jul","Longview MSA","Adj","8,376"
"1992","08","Aug","Longview MSA","Adj","8,364"
"1992","09","Sep","Longview MSA","Adj","8,589"
"1992","10","Oct","Longview MSA","Adj","8,801"
"1992","11","Nov","Longview MSA","Adj","9,014"
"1992","12","Dec","Longview MSA","Adj","9,066"
"1991","01","Jan","Longview MSA","Adj","7,283"
"1991","02","Feb","Longview MSA","Adj","7,540"
"1991","03","Mar","Longview MSA","Adj","7,712"
"1991","04","Apr","Longview MSA","Adj","7,833"
"1991","05","May","Longview MSA","Adj","7,946"
"1991","06","Jun","Longview MSA","Adj","7,789"
"1991","07","Jul","Longview MSA","Adj","7,528"
"1991","08","Aug","Longview MSA","Adj","7,358"
"1991","09","Sep","Longview MSA","Adj","7,408"
"1991","10","Oct","Longview MSA","Adj","7,757"
"1991","11","Nov","Longview MSA","Adj","8,172"
"1991","12","Dec","Longview MSA","Adj","8,583"
"1990","01","Jan","Longview MSA","Adj","6,411"
"1990","02","Feb","Longview MSA","Adj","6,327"
"1990","03","Mar","Longview MSA","Adj","6,326"
"1990","04","Apr","Longview MSA","Adj","6,368"
"1990","05","May","Longview MSA","Adj","6,262"
"1990","06","Jun","Longview MSA","Adj","6,202"
"1990","07","Jul","Longview MSA","Adj","6,402"
"1990","08","Aug","Longview MSA","Adj","6,696"
"1990","09","Sep","Longview MSA","Adj","6,784"
"1990","10","Oct","Longview MSA","Adj","6,777"
"1990","11","Nov","Longview MSA","Adj","6,943"
"1990","12","Dec","Longview MSA","Adj","7,124"
"2017","01","Jan","Lubbock MSA","Adj","5,463"
"2017","02","Feb","Lubbock MSA","Adj","5,820"
"2017","03","Mar","Lubbock MSA","Adj","6,268"
"2017","04","Apr","Lubbock MSA","Adj","5,886"
"2017","05","May","Lubbock MSA","Adj","5,555"
"2017","06","Jun","Lubbock MSA","Adj","5,234"
"2017","07","Jul","Lubbock MSA","Adj","4,889"
"2017","08","Aug","Lubbock MSA","Adj","5,253"
"2017","09","Sep","Lubbock MSA","Adj","4,970"
"2016","01","Jan","Lubbock MSA","Adj","5,174"
"2016","02","Feb","Lubbock MSA","Adj","5,139"
"2016","03","Mar","Lubbock MSA","Adj","5,221"
"2016","04","Apr","Lubbock MSA","Adj","5,265"
"2016","05","May","Lubbock MSA","Adj","5,172"
"2016","06","Jun","Lubbock MSA","Adj","5,072"
"2016","07","Jul","Lubbock MSA","Adj","5,346"
"2016","08","Aug","Lubbock MSA","Adj","5,528"
"2016","09","Sep","Lubbock MSA","Adj","5,670"
"2016","10","Oct","Lubbock MSA","Adj","5,513"
"2016","11","Nov","Lubbock MSA","Adj","5,259"
"2016","12","Dec","Lubbock MSA","Adj","5,570"
"2015","01","Jan","Lubbock MSA","Adj","5,403"
"2015","02","Feb","Lubbock MSA","Adj","5,353"
"2015","03","Mar","Lubbock MSA","Adj","5,331"
"2015","04","Apr","Lubbock MSA","Adj","5,385"
"2015","05","May","Lubbock MSA","Adj","5,355"
"2015","06","Jun","Lubbock MSA","Adj","5,187"
"2015","07","Jul","Lubbock MSA","Adj","5,091"
"2015","08","Aug","Lubbock MSA","Adj","5,154"
"2015","09","Sep","Lubbock MSA","Adj","5,296"
"2015","10","Oct","Lubbock MSA","Adj","5,406"
"2015","11","Nov","Lubbock MSA","Adj","5,430"
"2015","12","Dec","Lubbock MSA","Adj","5,413"
"2014","01","Jan","Lubbock MSA","Adj","6,672"
"2014","02","Feb","Lubbock MSA","Adj","6,616"
"2014","03","Mar","Lubbock MSA","Adj","6,474"
"2014","04","Apr","Lubbock MSA","Adj","6,277"
"2014","05","May","Lubbock MSA","Adj","6,147"
"2014","06","Jun","Lubbock MSA","Adj","6,059"
"2014","07","Jul","Lubbock MSA","Adj","6,030"
"2014","08","Aug","Lubbock MSA","Adj","5,980"
"2014","09","Sep","Lubbock MSA","Adj","5,859"
"2014","10","Oct","Lubbock MSA","Adj","5,745"
"2014","11","Nov","Lubbock MSA","Adj","5,613"
"2014","12","Dec","Lubbock MSA","Adj","5,475"
"2013","01","Jan","Lubbock MSA","Adj","7,960"
"2013","02","Feb","Lubbock MSA","Adj","7,936"
"2013","03","Mar","Lubbock MSA","Adj","7,901"
"2013","04","Apr","Lubbock MSA","Adj","7,867"
"2013","05","May","Lubbock MSA","Adj","7,850"
"2013","06","Jun","Lubbock MSA","Adj","7,762"
"2013","07","Jul","Lubbock MSA","Adj","7,538"
"2013","08","Aug","Lubbock MSA","Adj","7,361"
"2013","09","Sep","Lubbock MSA","Adj","7,302"
"2013","10","Oct","Lubbock MSA","Adj","7,214"
"2013","11","Nov","Lubbock MSA","Adj","7,040"
"2013","12","Dec","Lubbock MSA","Adj","6,824"
"2012","01","Jan","Lubbock MSA","Adj","8,582"
"2012","02","Feb","Lubbock MSA","Adj","8,557"
"2012","03","Mar","Lubbock MSA","Adj","8,538"
"2012","04","Apr","Lubbock MSA","Adj","8,428"
"2012","05","May","Lubbock MSA","Adj","8,366"
"2012","06","Jun","Lubbock MSA","Adj","8,363"
"2012","07","Jul","Lubbock MSA","Adj","8,279"
"2012","08","Aug","Lubbock MSA","Adj","8,057"
"2012","09","Sep","Lubbock MSA","Adj","7,809"
