Year,Period ID,Period,Area,Adjusted,Employment
"1999","05","May","Houston-The Woodlands-Sugar Land MSA","Adj","2,278,881"
"1999","06","Jun","Houston-The Woodlands-Sugar Land MSA","Adj","2,279,124"
"1999","07","Jul","Houston-The Woodlands-Sugar Land MSA","Adj","2,278,671"
"1999","08","Aug","Houston-The Woodlands-Sugar Land MSA","Adj","2,280,069"
"1999","09","Sep","Houston-The Woodlands-Sugar Land MSA","Adj","2,282,876"
"1999","10","Oct","Houston-The Woodlands-Sugar Land MSA","Adj","2,285,486"
"1999","11","Nov","Houston-The Woodlands-Sugar Land MSA","Adj","2,288,534"
"1999","12","Dec","Houston-The Woodlands-Sugar Land MSA","Adj","2,291,985"
"1998","01","Jan","Houston-The Woodlands-Sugar Land MSA","Adj","2,223,388"
"1998","02","Feb","Houston-The Woodlands-Sugar Land MSA","Adj","2,231,887"
"1998","03","Mar","Houston-The Woodlands-Sugar Land MSA","Adj","2,240,313"
"1998","04","Apr","Houston-The Woodlands-Sugar Land MSA","Adj","2,248,184"
"1998","05","May","Houston-The Woodlands-Sugar Land MSA","Adj","2,254,606"
"1998","06","Jun","Houston-The Woodlands-Sugar Land MSA","Adj","2,260,765"
"1998","07","Jul","Houston-The Woodlands-Sugar Land MSA","Adj","2,267,047"
"1998","08","Aug","Houston-The Woodlands-Sugar Land MSA","Adj","2,272,436"
"1998","09","Sep","Houston-The Woodlands-Sugar Land MSA","Adj","2,276,169"
"1998","10","Oct","Houston-The Woodlands-Sugar Land MSA","Adj","2,278,346"
"1998","11","Nov","Houston-The Woodlands-Sugar Land MSA","Adj","2,281,456"
"1998","12","Dec","Houston-The Woodlands-Sugar Land MSA","Adj","2,284,635"
"1997","01","Jan","Houston-The Woodlands-Sugar Land MSA","Adj","2,160,868"
"1997","02","Feb","Houston-The Woodlands-Sugar Land MSA","Adj","2,166,706"
"1997","03","Mar","Houston-The Woodlands-Sugar Land MSA","Adj","2,172,213"
"1997","04","Apr","Houston-The Woodlands-Sugar Land MSA","Adj","2,178,155"
"1997","05","May","Houston-The Woodlands-Sugar Land MSA","Adj","2,183,418"
"1997","06","Jun","Houston-The Woodlands-Sugar Land MSA","Adj","2,187,607"
"1997","07","Jul","Houston-The Woodlands-Sugar Land MSA","Adj","2,192,420"
"1997","08","Aug","Houston-The Woodlands-Sugar Land MSA","Adj","2,197,607"
"1997","09","Sep","Houston-The Woodlands-Sugar Land MSA","Adj","2,201,348"
"1997","10","Oct","Houston-The Woodlands-Sugar Land MSA","Adj","2,205,138"
"1997","11","Nov","Houston-The Woodlands-Sugar Land MSA","Adj","2,210,005"
"1997","12","Dec","Houston-The Woodlands-Sugar Land MSA","Adj","2,215,786"
"1996","01","Jan","Houston-The Woodlands-Sugar Land MSA","Adj","2,113,899"
"1996","02","Feb","Houston-The Woodlands-Sugar Land MSA","Adj","2,117,869"
"1996","03","Mar","Houston-The Woodlands-Sugar Land MSA","Adj","2,121,421"
"1996","04","Apr","Houston-The Woodlands-Sugar Land MSA","Adj","2,123,731"
"1996","05","May","Houston-The Woodlands-Sugar Land MSA","Adj","2,126,245"
"1996","06","Jun","Houston-The Woodlands-Sugar Land MSA","Adj","2,129,335"
"1996","07","Jul","Houston-The Woodlands-Sugar Land MSA","Adj","2,131,952"
"1996","08","Aug","Houston-The Woodlands-Sugar Land MSA","Adj","2,134,965"
"1996","09","Sep","Houston-The Woodlands-Sugar Land MSA","Adj","2,140,836"
"1996","10","Oct","Houston-The Woodlands-Sugar Land MSA","Adj","2,147,409"
"1996","11","Nov","Houston-The Woodlands-Sugar Land MSA","Adj","2,151,157"
"1996","12","Dec","Houston-The Woodlands-Sugar Land MSA","Adj","2,154,834"
"1995","01","Jan","Houston-The Woodlands-Sugar Land MSA","Adj","2,089,299"
"1995","02","Feb","Houston-The Woodlands-Sugar Land MSA","Adj","2,092,468"
"1995","03","Mar","Houston-The Woodlands-Sugar Land MSA","Adj","2,094,800"
"1995","04","Apr","Houston-The Woodlands-Sugar Land MSA","Adj","2,095,399"
"1995","05","May","Houston-The Woodlands-Sugar Land MSA","Adj","2,095,944"
"1995","06","Jun","Houston-The Woodlands-Sugar Land MSA","Adj","2,099,884"
"1995","07","Jul","Houston-The Woodlands-Sugar Land MSA","Adj","2,105,164"
"1995","08","Aug","Houston-The Woodlands-Sugar Land MSA","Adj","2,107,974"
"1995","09","Sep","Houston-The Woodlands-Sugar Land MSA","Adj","2,110,247"
"1995","10","Oct","Houston-The Woodlands-Sugar Land MSA","Adj","2,112,463"
"1995","11","Nov","Houston-The Woodlands-Sugar Land MSA","Adj","2,112,925"
"1995","12","Dec","Houston-The Woodlands-Sugar Land MSA","Adj","2,112,520"
"1994","01","Jan","Houston-The Woodlands-Sugar Land MSA","Adj","2,044,114"
"1994","02","Feb","Houston-The Woodlands-Sugar Land MSA","Adj","2,046,578"
"1994","03","Mar","Houston-The Woodlands-Sugar Land MSA","Adj","2,049,079"
"1994","04","Apr","Houston-The Woodlands-Sugar Land MSA","Adj","2,052,746"
"1994","05","May","Houston-The Woodlands-Sugar Land MSA","Adj","2,054,759"
"1994","06","Jun","Houston-The Woodlands-Sugar Land MSA","Adj","2,053,336"
"1994","07","Jul","Houston-The Woodlands-Sugar Land MSA","Adj","2,054,209"
"1994","08","Aug","Houston-The Woodlands-Sugar Land MSA","Adj","2,059,599"
"1994","09","Sep","Houston-The Woodlands-Sugar Land MSA","Adj","2,066,341"
"1994","10","Oct","Houston-The Woodlands-Sugar Land MSA","Adj","2,074,286"
"1994","11","Nov","Houston-The Woodlands-Sugar Land MSA","Adj","2,081,461"
"1994","12","Dec","Houston-The Woodlands-Sugar Land MSA","Adj","2,085,908"
"1993","01","Jan","Houston-The Woodlands-Sugar Land MSA","Adj","1,992,149"
"1993","02","Feb","Houston-The Woodlands-Sugar Land MSA","Adj","1,993,324"
"1993","03","Mar","Houston-The Woodlands-Sugar Land MSA","Adj","1,994,946"
"1993","04","Apr","Houston-The Woodlands-Sugar Land MSA","Adj","1,999,030"
"1993","05","May","Houston-The Woodlands-Sugar Land MSA","Adj","2,006,006"
"1993","06","Jun","Houston-The Woodlands-Sugar Land MSA","Adj","2,013,113"
"1993","07","Jul","Houston-The Woodlands-Sugar Land MSA","Adj","2,019,153"
"1993","08","Aug","Houston-The Woodlands-Sugar Land MSA","Adj","2,023,389"
"1993","09","Sep","Houston-The Woodlands-Sugar Land MSA","Adj","2,025,784"
"1993","10","Oct","Houston-The Woodlands-Sugar Land MSA","Adj","2,028,878"
"1993","11","Nov","Houston-The Woodlands-Sugar Land MSA","Adj","2,034,192"
"1993","12","Dec","Houston-The Woodlands-Sugar Land MSA","Adj","2,040,058"
"1992","01","Jan","Houston-The Woodlands-Sugar Land MSA","Adj","1,973,151"
"1992","02","Feb","Houston-The Woodlands-Sugar Land MSA","Adj","1,975,944"
"1992","03","Mar","Houston-The Woodlands-Sugar Land MSA","Adj","1,978,260"
"1992","04","Apr","Houston-The Woodlands-Sugar Land MSA","Adj","1,980,241"
"1992","05","May","Houston-The Woodlands-Sugar Land MSA","Adj","1,980,991"
"1992","06","Jun","Houston-The Woodlands-Sugar Land MSA","Adj","1,982,143"
"1992","07","Jul","Houston-The Woodlands-Sugar Land MSA","Adj","1,983,443"
"1992","08","Aug","Houston-The Woodlands-Sugar Land MSA","Adj","1,983,282"
"1992","09","Sep","Houston-The Woodlands-Sugar Land MSA","Adj","1,981,849"
"1992","10","Oct","Houston-The Woodlands-Sugar Land MSA","Adj","1,982,094"
"1992","11","Nov","Houston-The Woodlands-Sugar Land MSA","Adj","1,985,779"
"1992","12","Dec","Houston-The Woodlands-Sugar Land MSA","Adj","1,989,915"
"1991","01","Jan","Houston-The Woodlands-Sugar Land MSA","Adj","1,951,446"
"1991","02","Feb","Houston-The Woodlands-Sugar Land MSA","Adj","1,953,438"
"1991","03","Mar","Houston-The Woodlands-Sugar Land MSA","Adj","1,956,872"
"1991","04","Apr","Houston-The Woodlands-Sugar Land MSA","Adj","1,959,089"
"1991","05","May","Houston-The Woodlands-Sugar Land MSA","Adj","1,959,863"
"1991","06","Jun","Houston-The Woodlands-Sugar Land MSA","Adj","1,961,943"
"1991","07","Jul","Houston-The Woodlands-Sugar Land MSA","Adj","1,963,434"
"1991","08","Aug","Houston-The Woodlands-Sugar Land MSA","Adj","1,965,049"
"1991","09","Sep","Houston-The Woodlands-Sugar Land MSA","Adj","1,968,416"
"1991","10","Oct","Houston-The Woodlands-Sugar Land MSA","Adj","1,970,402"
"1991","11","Nov","Houston-The Woodlands-Sugar Land MSA","Adj","1,970,033"
"1991","12","Dec","Houston-The Woodlands-Sugar Land MSA","Adj","1,970,326"
"1990","01","Jan","Houston-The Woodlands-Sugar Land MSA","Adj","1,897,459"
"1990","02","Feb","Houston-The Woodlands-Sugar Land MSA","Adj","1,902,805"
"1990","03","Mar","Houston-The Woodlands-Sugar Land MSA","Adj","1,908,666"
"1990","04","Apr","Houston-The Woodlands-Sugar Land MSA","Adj","1,915,508"
"1990","05","May","Houston-The Woodlands-Sugar Land MSA","Adj","1,923,661"
"1990","06","Jun","Houston-The Woodlands-Sugar Land MSA","Adj","1,930,418"
"1990","07","Jul","Houston-The Woodlands-Sugar Land MSA","Adj","1,935,382"
"1990","08","Aug","Houston-The Woodlands-Sugar Land MSA","Adj","1,939,628"
"1990","09","Sep","Houston-The Woodlands-Sugar Land MSA","Adj","1,943,171"
"1990","10","Oct","Houston-The Woodlands-Sugar Land MSA","Adj","1,945,487"
"1990","11","Nov","Houston-The Woodlands-Sugar Land MSA","Adj","1,947,315"
"1990","12","Dec","Houston-The Woodlands-Sugar Land MSA","Adj","1,949,671"
"2017","01","Jan","Killeen-Temple MSA","Adj","169,782"
"2017","02","Feb","Killeen-Temple MSA","Adj","170,233"
"2017","03","Mar","Killeen-Temple MSA","Adj","170,356"
"2017","04","Apr","Killeen-Temple MSA","Adj","170,685"
"2017","05","May","Killeen-Temple MSA","Adj","170,692"
"2017","06","Jun","Killeen-Temple MSA","Adj","170,424"
"2017","07","Jul","Killeen-Temple MSA","Adj","171,033"
"2017","08","Aug","Killeen-Temple MSA","Adj","171,535"
"2017","09","Sep","Killeen-Temple MSA","Adj","172,301"
"2016","01","Jan","Killeen-Temple MSA","Adj","164,315"
"2016","02","Feb","Killeen-Temple MSA","Adj","165,086"
"2016","03","Mar","Killeen-Temple MSA","Adj","165,309"
"2016","04","Apr","Killeen-Temple MSA","Adj","165,031"
"2016","05","May","Killeen-Temple MSA","Adj","165,276"
"2016","06","Jun","Killeen-Temple MSA","Adj","164,813"
"2016","07","Jul","Killeen-Temple MSA","Adj","164,978"
"2016","08","Aug","Killeen-Temple MSA","Adj","165,765"
"2016","09","Sep","Killeen-Temple MSA","Adj","166,121"
"2016","10","Oct","Killeen-Temple MSA","Adj","165,760"
"2016","11","Nov","Killeen-Temple MSA","Adj","166,895"
"2016","12","Dec","Killeen-Temple MSA","Adj","167,189"
"2015","01","Jan","Killeen-Temple MSA","Adj","159,351"
"2015","02","Feb","Killeen-Temple MSA","Adj","159,780"
"2015","03","Mar","Killeen-Temple MSA","Adj","160,196"
"2015","04","Apr","Killeen-Temple MSA","Adj","160,631"
"2015","05","May","Killeen-Temple MSA","Adj","161,047"
"2015","06","Jun","Killeen-Temple MSA","Adj","161,439"
"2015","07","Jul","Killeen-Temple MSA","Adj","161,894"
"2015","08","Aug","Killeen-Temple MSA","Adj","162,301"
"2015","09","Sep","Killeen-Temple MSA","Adj","162,595"
"2015","10","Oct","Killeen-Temple MSA","Adj","162,951"
"2015","11","Nov","Killeen-Temple MSA","Adj","163,477"
"2015","12","Dec","Killeen-Temple MSA","Adj","163,983"
"2014","01","Jan","Killeen-Temple MSA","Adj","159,197"
"2014","02","Feb","Killeen-Temple MSA","Adj","159,007"
"2014","03","Mar","Killeen-Temple MSA","Adj","158,943"
"2014","04","Apr","Killeen-Temple MSA","Adj","159,033"
"2014","05","May","Killeen-Temple MSA","Adj","159,045"
"2014","06","Jun","Killeen-Temple MSA","Adj","158,831"
"2014","07","Jul","Killeen-Temple MSA","Adj","158,405"
"2014","08","Aug","Killeen-Temple MSA","Adj","158,078"
"2014","09","Sep","Killeen-Temple MSA","Adj","158,173"
"2014","10","Oct","Killeen-Temple MSA","Adj","158,546"
"2014","11","Nov","Killeen-Temple MSA","Adj","158,819"
"2014","12","Dec","Killeen-Temple MSA","Adj","159,014"
"2013","01","Jan","Killeen-Temple MSA","Adj","157,512"
"2013","02","Feb","Killeen-Temple MSA","Adj","157,532"
"2013","03","Mar","Killeen-Temple MSA","Adj","157,613"
"2013","04","Apr","Killeen-Temple MSA","Adj","157,802"
"2013","05","May","Killeen-Temple MSA","Adj","158,035"
"2013","06","Jun","Killeen-Temple MSA","Adj","158,341"
"2013","07","Jul","Killeen-Temple MSA","Adj","158,686"
"2013","08","Aug","Killeen-Temple MSA","Adj","158,900"
"2013","09","Sep","Killeen-Temple MSA","Adj","158,847"
"2013","10","Oct","Killeen-Temple MSA","Adj","158,766"
"2013","11","Nov","Killeen-Temple MSA","Adj","158,983"
"2013","12","Dec","Killeen-Temple MSA","Adj","159,230"
"2012","01","Jan","Killeen-Temple MSA","Adj","155,341"
"2012","02","Feb","Killeen-Temple MSA","Adj","155,440"
"2012","03","Mar","Killeen-Temple MSA","Adj","155,421"
"2012","04","Apr","Killeen-Temple MSA","Adj","155,274"
"2012","05","May","Killeen-Temple MSA","Adj","155,372"
"2012","06","Jun","Killeen-Temple MSA","Adj","155,848"
"2012","07","Jul","Killeen-Temple MSA","Adj","156,425"
"2012","08","Aug","Killeen-Temple MSA","Adj","156,927"
"2012","09","Sep","Killeen-Temple MSA","Adj","157,397"
"2012","10","Oct","Killeen-Temple MSA","Adj","157,620"
"2012","11","Nov","Killeen-Temple MSA","Adj","157,487"
"2012","12","Dec","Killeen-Temple MSA","Adj","157,431"
"2011","01","Jan","Killeen-Temple MSA","Adj","155,064"
"2011","02","Feb","Killeen-Temple MSA","Adj","155,306"
"2011","03","Mar","Killeen-Temple MSA","Adj","155,180"
"2011","04","Apr","Killeen-Temple MSA","Adj","154,857"
"2011","05","May","Killeen-Temple MSA","Adj","154,664"
"2011","06","Jun","Killeen-Temple MSA","Adj","154,500"
"2011","07","Jul","Killeen-Temple MSA","Adj","154,320"
"2011","08","Aug","Killeen-Temple MSA","Adj","154,374"
"2011","09","Sep","Killeen-Temple MSA","Adj","154,685"
"2011","10","Oct","Killeen-Temple MSA","Adj","155,036"
"2011","11","Nov","Killeen-Temple MSA","Adj","155,237"
"2011","12","Dec","Killeen-Temple MSA","Adj","155,292"
"2010","01","Jan","Killeen-Temple MSA","Adj","151,483"
"2010","02","Feb","Killeen-Temple MSA","Adj","151,775"
"2010","03","Mar","Killeen-Temple MSA","Adj","152,413"
"2010","04","Apr","Killeen-Temple MSA","Adj","153,129"
"2010","05","May","Killeen-Temple MSA","Adj","153,557"
"2010","06","Jun","Killeen-Temple MSA","Adj","153,790"
"2010","07","Jul","Killeen-Temple MSA","Adj","154,081"
"2010","08","Aug","Killeen-Temple MSA","Adj","154,328"
"2010","09","Sep","Killeen-Temple MSA","Adj","154,343"
"2010","10","Oct","Killeen-Temple MSA","Adj","154,287"
"2010","11","Nov","Killeen-Temple MSA","Adj","154,403"
"2010","12","Dec","Killeen-Temple MSA","Adj","154,689"
"2009","01","Jan","Killeen-Temple MSA","Adj","148,473"
"2009","02","Feb","Killeen-Temple MSA","Adj","148,856"
"2009","03","Mar","Killeen-Temple MSA","Adj","149,422"
"2009","04","Apr","Killeen-Temple MSA","Adj","150,073"
"2009","05","May","Killeen-Temple MSA","Adj","150,497"
"2009","06","Jun","Killeen-Temple MSA","Adj","150,777"
"2009","07","Jul","Killeen-Temple MSA","Adj","151,097"
"2009","08","Aug","Killeen-Temple MSA","Adj","151,406"
"2009","09","Sep","Killeen-Temple MSA","Adj","151,523"
"2009","10","Oct","Killeen-Temple MSA","Adj","151,541"
"2009","11","Nov","Killeen-Temple MSA","Adj","151,648"
"2009","12","Dec","Killeen-Temple MSA","Adj","151,574"
"2008","01","Jan","Killeen-Temple MSA","Adj","146,993"
"2008","02","Feb","Killeen-Temple MSA","Adj","147,396"
"2008","03","Mar","Killeen-Temple MSA","Adj","147,862"
"2008","04","Apr","Killeen-Temple MSA","Adj","148,282"
"2008","05","May","Killeen-Temple MSA","Adj","148,439"
"2008","06","Jun","Killeen-Temple MSA","Adj","148,527"
"2008","07","Jul","Killeen-Temple MSA","Adj","148,775"
"2008","08","Aug","Killeen-Temple MSA","Adj","148,964"
"2008","09","Sep","Killeen-Temple MSA","Adj","148,868"
"2008","10","Oct","Killeen-Temple MSA","Adj","148,652"
"2008","11","Nov","Killeen-Temple MSA","Adj","148,467"
"2008","12","Dec","Killeen-Temple MSA","Adj","148,340"
"2007","01","Jan","Killeen-Temple MSA","Adj","144,214"
"2007","02","Feb","Killeen-Temple MSA","Adj","144,163"
"2007","03","Mar","Killeen-Temple MSA","Adj","144,259"
"2007","04","Apr","Killeen-Temple MSA","Adj","144,165"
"2007","05","May","Killeen-Temple MSA","Adj","144,097"
"2007","06","Jun","Killeen-Temple MSA","Adj","144,348"
"2007","07","Jul","Killeen-Temple MSA","Adj","144,857"
"2007","08","Aug","Killeen-Temple MSA","Adj","145,326"
"2007","09","Sep","Killeen-Temple MSA","Adj","145,569"
"2007","10","Oct","Killeen-Temple MSA","Adj","145,800"
"2007","11","Nov","Killeen-Temple MSA","Adj","146,218"
"2007","12","Dec","Killeen-Temple MSA","Adj","146,634"
"2006","01","Jan","Killeen-Temple MSA","Adj","141,084"
"2006","02","Feb","Killeen-Temple MSA","Adj","141,082"
"2006","03","Mar","Killeen-Temple MSA","Adj","141,468"
"2006","04","Apr","Killeen-Temple MSA","Adj","142,141"
"2006","05","May","Killeen-Temple MSA","Adj","142,743"
"2006","06","Jun","Killeen-Temple MSA","Adj","143,102"
"2006","07","Jul","Killeen-Temple MSA","Adj","143,214"
"2006","08","Aug","Killeen-Temple MSA","Adj","143,128"
"2006","09","Sep","Killeen-Temple MSA","Adj","143,230"
"2006","10","Oct","Killeen-Temple MSA","Adj","143,698"
"2006","11","Nov","Killeen-Temple MSA","Adj","144,165"
"2006","12","Dec","Killeen-Temple MSA","Adj","144,348"
"2005","01","Jan","Killeen-Temple MSA","Adj","140,675"
"2005","02","Feb","Killeen-Temple MSA","Adj","140,986"
"2005","03","Mar","Killeen-Temple MSA","Adj","141,414"
"2005","04","Apr","Killeen-Temple MSA","Adj","141,737"
"2005","05","May","Killeen-Temple MSA","Adj","141,868"
"2005","06","Jun","Killeen-Temple MSA","Adj","141,986"
"2005","07","Jul","Killeen-Temple MSA","Adj","142,279"
"2005","08","Aug","Killeen-Temple MSA","Adj","142,376"
"2005","09","Sep","Killeen-Temple MSA","Adj","142,095"
"2005","10","Oct","Killeen-Temple MSA","Adj","141,729"
"2005","11","Nov","Killeen-Temple MSA","Adj","141,444"
"2005","12","Dec","Killeen-Temple MSA","Adj","141,246"
"2004","01","Jan","Killeen-Temple MSA","Adj","136,624"
"2004","02","Feb","Killeen-Temple MSA","Adj","137,023"
"2004","03","Mar","Killeen-Temple MSA","Adj","136,863"
"2004","04","Apr","Killeen-Temple MSA","Adj","136,827"
"2004","05","May","Killeen-Temple MSA","Adj","137,151"
"2004","06","Jun","Killeen-Temple MSA","Adj","137,742"
"2004","07","Jul","Killeen-Temple MSA","Adj","138,360"
"2004","08","Aug","Killeen-Temple MSA","Adj","138,681"
"2004","09","Sep","Killeen-Temple MSA","Adj","139,095"
"2004","10","Oct","Killeen-Temple MSA","Adj","139,854"
"2004","11","Nov","Killeen-Temple MSA","Adj","140,378"
"2004","12","Dec","Killeen-Temple MSA","Adj","140,546"
"2003","01","Jan","Killeen-Temple MSA","Adj","133,662"
"2003","02","Feb","Killeen-Temple MSA","Adj","133,885"
"2003","03","Mar","Killeen-Temple MSA","Adj","133,999"
"2003","04","Apr","Killeen-Temple MSA","Adj","133,914"
"2003","05","May","Killeen-Temple MSA","Adj","133,838"
"2003","06","Jun","Killeen-Temple MSA","Adj","133,800"
"2003","07","Jul","Killeen-Temple MSA","Adj","133,653"
"2003","08","Aug","Killeen-Temple MSA","Adj","133,522"
"2003","09","Sep","Killeen-Temple MSA","Adj","133,622"
"2003","10","Oct","Killeen-Temple MSA","Adj","133,945"
"2003","11","Nov","Killeen-Temple MSA","Adj","134,519"
"2003","12","Dec","Killeen-Temple MSA","Adj","135,539"
"2002","01","Jan","Killeen-Temple MSA","Adj","130,202"
"2002","02","Feb","Killeen-Temple MSA","Adj","130,938"
"2002","03","Mar","Killeen-Temple MSA","Adj","131,452"
"2002","04","Apr","Killeen-Temple MSA","Adj","131,794"
"2002","05","May","Killeen-Temple MSA","Adj","132,174"
"2002","06","Jun","Killeen-Temple MSA","Adj","132,323"
"2002","07","Jul","Killeen-Temple MSA","Adj","132,362"
"2002","08","Aug","Killeen-Temple MSA","Adj","132,969"
"2002","09","Sep","Killeen-Temple MSA","Adj","133,793"
"2002","10","Oct","Killeen-Temple MSA","Adj","133,924"
"2002","11","Nov","Killeen-Temple MSA","Adj","133,643"
"2002","12","Dec","Killeen-Temple MSA","Adj","133,546"
"2001","01","Jan","Killeen-Temple MSA","Adj","129,192"
"2001","02","Feb","Killeen-Temple MSA","Adj","128,970"
"2001","03","Mar","Killeen-Temple MSA","Adj","128,701"
"2001","04","Apr","Killeen-Temple MSA","Adj","128,579"
"2001","05","May","Killeen-Temple MSA","Adj","128,700"
"2001","06","Jun","Killeen-Temple MSA","Adj","128,802"
"2001","07","Jul","Killeen-Temple MSA","Adj","128,704"
"2001","08","Aug","Killeen-Temple MSA","Adj","128,678"
"2001","09","Sep","Killeen-Temple MSA","Adj","128,881"
"2001","10","Oct","Killeen-Temple MSA","Adj","129,191"
"2001","11","Nov","Killeen-Temple MSA","Adj","129,491"
"2001","12","Dec","Killeen-Temple MSA","Adj","129,730"
"2000","01","Jan","Killeen-Temple MSA","Adj","127,837"
"2000","02","Feb","Killeen-Temple MSA","Adj","127,830"
"2000","03","Mar","Killeen-Temple MSA","Adj","127,820"
"2000","04","Apr","Killeen-Temple MSA","Adj","127,841"
"2000","05","May","Killeen-Temple MSA","Adj","127,894"
"2000","06","Jun","Killeen-Temple MSA","Adj","128,006"
"2000","07","Jul","Killeen-Temple MSA","Adj","128,083"
"2000","08","Aug","Killeen-Temple MSA","Adj","128,263"
"2000","09","Sep","Killeen-Temple MSA","Adj","128,526"
"2000","10","Oct","Killeen-Temple MSA","Adj","128,717"
"2000","11","Nov","Killeen-Temple MSA","Adj","128,885"
"2000","12","Dec","Killeen-Temple MSA","Adj","129,123"
"1999","01","Jan","Killeen-Temple MSA","Adj","118,811"
"1999","02","Feb","Killeen-Temple MSA","Adj","118,900"
"1999","03","Mar","Killeen-Temple MSA","Adj","119,001"
"1999","04","Apr","Killeen-Temple MSA","Adj","119,180"
"1999","05","May","Killeen-Temple MSA","Adj","119,208"
"1999","06","Jun","Killeen-Temple MSA","Adj","119,137"
"1999","07","Jul","Killeen-Temple MSA","Adj","119,245"
"1999","08","Aug","Killeen-Temple MSA","Adj","119,508"
"1999","09","Sep","Killeen-Temple MSA","Adj","119,773"
"1999","10","Oct","Killeen-Temple MSA","Adj","120,039"
"1999","11","Nov","Killeen-Temple MSA","Adj","120,253"
"1999","12","Dec","Killeen-Temple MSA","Adj","120,436"
"1998","01","Jan","Killeen-Temple MSA","Adj","116,612"
"1998","02","Feb","Killeen-Temple MSA","Adj","116,848"
"1998","03","Mar","Killeen-Temple MSA","Adj","117,034"
"1998","04","Apr","Killeen-Temple MSA","Adj","117,127"
"1998","05","May","Killeen-Temple MSA","Adj","117,129"
"1998","06","Jun","Killeen-Temple MSA","Adj","116,901"
"1998","07","Jul","Killeen-Temple MSA","Adj","116,575"
"1998","08","Aug","Killeen-Temple MSA","Adj","116,508"
"1998","09","Sep","Killeen-Temple MSA","Adj","116,785"
"1998","10","Oct","Killeen-Temple MSA","Adj","117,269"
"1998","11","Nov","Killeen-Temple MSA","Adj","117,888"
"1998","12","Dec","Killeen-Temple MSA","Adj","118,474"
"1997","01","Jan","Killeen-Temple MSA","Adj","114,985"
"1997","02","Feb","Killeen-Temple MSA","Adj","115,159"
"1997","03","Mar","Killeen-Temple MSA","Adj","115,407"
"1997","04","Apr","Killeen-Temple MSA","Adj","115,588"
"1997","05","May","Killeen-Temple MSA","Adj","115,660"
"1997","06","Jun","Killeen-Temple MSA","Adj","115,675"
"1997","07","Jul","Killeen-Temple MSA","Adj","115,701"
"1997","08","Aug","Killeen-Temple MSA","Adj","115,722"
"1997","09","Sep","Killeen-Temple MSA","Adj","115,818"
"1997","10","Oct","Killeen-Temple MSA","Adj","116,042"
"1997","11","Nov","Killeen-Temple MSA","Adj","116,330"
"1997","12","Dec","Killeen-Temple MSA","Adj","116,496"
"1996","01","Jan","Killeen-Temple MSA","Adj","112,964"
"1996","02","Feb","Killeen-Temple MSA","Adj","113,122"
"1996","03","Mar","Killeen-Temple MSA","Adj","113,362"
"1996","04","Apr","Killeen-Temple MSA","Adj","113,575"
"1996","05","May","Killeen-Temple MSA","Adj","113,871"
"1996","06","Jun","Killeen-Temple MSA","Adj","114,357"
"1996","07","Jul","Killeen-Temple MSA","Adj","114,816"
"1996","08","Aug","Killeen-Temple MSA","Adj","114,966"
"1996","09","Sep","Killeen-Temple MSA","Adj","114,973"
"1996","10","Oct","Killeen-Temple MSA","Adj","115,034"
"1996","11","Nov","Killeen-Temple MSA","Adj","115,020"
"1996","12","Dec","Killeen-Temple MSA","Adj","114,967"
"1995","01","Jan","Killeen-Temple MSA","Adj","110,171"
"1995","02","Feb","Killeen-Temple MSA","Adj","110,727"
"1995","03","Mar","Killeen-Temple MSA","Adj","111,247"
"1995","04","Apr","Killeen-Temple MSA","Adj","111,586"
"1995","05","May","Killeen-Temple MSA","Adj","111,621"
"1995","06","Jun","Killeen-Temple MSA","Adj","111,708"
"1995","07","Jul","Killeen-Temple MSA","Adj","111,822"
"1995","08","Aug","Killeen-Temple MSA","Adj","112,035"
"1995","09","Sep","Killeen-Temple MSA","Adj","112,651"
"1995","10","Oct","Killeen-Temple MSA","Adj","113,112"
"1995","11","Nov","Killeen-Temple MSA","Adj","113,061"
"1995","12","Dec","Killeen-Temple MSA","Adj","112,933"
"1994","01","Jan","Killeen-Temple MSA","Adj","105,486"
"1994","02","Feb","Killeen-Temple MSA","Adj","105,353"
"1994","03","Mar","Killeen-Temple MSA","Adj","105,280"
"1994","04","Apr","Killeen-Temple MSA","Adj","105,700"
"1994","05","May","Killeen-Temple MSA","Adj","106,413"
"1994","06","Jun","Killeen-Temple MSA","Adj","106,794"
"1994","07","Jul","Killeen-Temple MSA","Adj","107,134"
"1994","08","Aug","Killeen-Temple MSA","Adj","107,760"
"1994","09","Sep","Killeen-Temple MSA","Adj","108,278"
"1994","10","Oct","Killeen-Temple MSA","Adj","108,556"
"1994","11","Nov","Killeen-Temple MSA","Adj","109,015"
"1994","12","Dec","Killeen-Temple MSA","Adj","109,600"
"1993","01","Jan","Killeen-Temple MSA","Adj","102,007"
"1993","02","Feb","Killeen-Temple MSA","Adj","102,415"
"1993","03","Mar","Killeen-Temple MSA","Adj","102,717"
"1993","04","Apr","Killeen-Temple MSA","Adj","102,854"
"1993","05","May","Killeen-Temple MSA","Adj","103,298"
"1993","06","Jun","Killeen-Temple MSA","Adj","103,915"
"1993","07","Jul","Killeen-Temple MSA","Adj","104,459"
"1993","08","Aug","Killeen-Temple MSA","Adj","104,827"
"1993","09","Sep","Killeen-Temple MSA","Adj","104,851"
"1993","10","Oct","Killeen-Temple MSA","Adj","104,989"
