City,Year,Month,Employment,Unemployment,Unemployment Rate,Labor Force,Rent,House Price,Income,Population
Laredo,1996.0,12.0,61710.0,8139.0,11.7,69849.0,,,,19340342.0
Laredo,1997.0,1.0,61913.0,8005.0,11.4,69918.0,,,,19740317.0
Laredo,1997.0,2.0,62238.0,8055.0,11.5,70293.0,,,,19740317.0
Laredo,1997.0,3.0,62657.0,7948.0,11.3,70605.0,,,,19740317.0
Laredo,1997.0,4.0,63054.0,7611.0,10.8,70665.0,,,,19740317.0
Laredo,1997.0,5.0,63311.0,7405.0,10.5,70716.0,,,,19740317.0
Laredo,1997.0,6.0,63459.0,7380.0,10.4,70839.0,,,,19740317.0
Laredo,1997.0,7.0,63461.0,7282.0,10.3,70743.0,,,,19740317.0
Laredo,1997.0,8.0,63482.0,7114.0,10.1,70596.0,,,,19740317.0
Laredo,1997.0,9.0,63641.0,6928.0,9.8,70569.0,,,,19740317.0
Laredo,1997.0,10.0,63890.0,6716.0,9.5,70606.0,,,,19740317.0
Laredo,1997.0,11.0,63998.0,6589.0,9.3,70587.0,,,,19740317.0
Laredo,1997.0,12.0,64201.0,6595.0,9.3,70796.0,,,,19740317.0
Laredo,1998.0,1.0,64909.0,6603.0,9.2,71512.0,,,14664.0,20157531.0
Laredo,1998.0,2.0,65424.0,6631.0,9.2,72055.0,,,14664.0,20157531.0
Laredo,1998.0,3.0,65649.0,6768.0,9.3,72417.0,,,14664.0,20157531.0
Laredo,1998.0,4.0,65856.0,6794.0,9.4,72650.0,,,14664.0,20157531.0
Laredo,1998.0,5.0,65609.0,6715.0,9.3,72324.0,,,14664.0,20157531.0
Laredo,1998.0,6.0,65249.0,6713.0,9.3,71962.0,,,14664.0,20157531.0
Laredo,1998.0,7.0,65280.0,6795.0,9.4,72075.0,,,14664.0,20157531.0
Laredo,1998.0,8.0,65532.0,7003.0,9.7,72535.0,,,14664.0,20157531.0
Laredo,1998.0,9.0,65805.0,7211.0,9.9,73016.0,,,14664.0,20157531.0
Laredo,1998.0,10.0,65943.0,7196.0,9.8,73139.0,,,14664.0,20157531.0
Laredo,1998.0,11.0,65969.0,7006.0,9.6,72975.0,,,14664.0,20157531.0
Laredo,1998.0,12.0,66012.0,6841.0,9.4,72853.0,,,14664.0,20157531.0
Laredo,1999.0,1.0,66039.0,6803.0,9.3,72842.0,,,14792.0,20558220.0
Laredo,1999.0,2.0,66059.0,6746.0,9.3,72805.0,,,14792.0,20558220.0
Laredo,1999.0,3.0,66239.0,6600.0,9.1,72839.0,,,14792.0,20558220.0
Laredo,1999.0,4.0,66536.0,6562.0,9.0,73098.0,,,14792.0,20558220.0
Laredo,1999.0,5.0,66618.0,6594.0,9.0,73212.0,,,14792.0,20558220.0
Laredo,1999.0,6.0,66528.0,6554.0,9.0,73082.0,,,14792.0,20558220.0
Laredo,1999.0,7.0,66643.0,6391.0,8.8,73034.0,,,14792.0,20558220.0
Laredo,1999.0,8.0,66739.0,6142.0,8.4,72881.0,,,14792.0,20558220.0
Laredo,1999.0,9.0,66695.0,5923.0,8.2,72618.0,,,14792.0,20558220.0
Laredo,1999.0,10.0,66944.0,5770.0,7.9,72714.0,,,14792.0,20558220.0
Laredo,1999.0,11.0,67273.0,5683.0,7.8,72956.0,,,14792.0,20558220.0
Laredo,1999.0,12.0,67446.0,5628.0,7.7,73074.0,,,14792.0,20558220.0
Laredo,2000.0,1.0,66221.0,4792.0,6.7,71013.0,,,15666.0,20851820.0
Laredo,2000.0,2.0,66499.0,4711.0,6.6,71210.0,,,15666.0,20851820.0
Laredo,2000.0,3.0,66867.0,4544.0,6.4,71411.0,,,15666.0,20851820.0
Laredo,2000.0,4.0,67037.0,4362.0,6.1,71399.0,,,15666.0,20851820.0
Laredo,2000.0,5.0,66907.0,4245.0,6.0,71152.0,,,15666.0,20851820.0
Laredo,2000.0,6.0,66587.0,4163.0,5.9,70750.0,,,15666.0,20851820.0
Laredo,2000.0,7.0,66309.0,4126.0,5.9,70435.0,,,15666.0,20851820.0
Laredo,2000.0,8.0,66369.0,4124.0,5.9,70493.0,,,15666.0,20851820.0
Laredo,2000.0,9.0,66525.0,4102.0,5.8,70627.0,,,15666.0,20851820.0
Laredo,2000.0,10.0,66652.0,4072.0,5.8,70724.0,,,15666.0,20851820.0
Laredo,2000.0,11.0,67002.0,4044.0,5.7,71046.0,,,15666.0,20851820.0
Laredo,2000.0,12.0,67359.0,4087.0,5.7,71446.0,,,15666.0,20851820.0
Laredo,2001.0,1.0,67498.0,4241.0,5.9,71739.0,,,18708.0,21319622.0
Laredo,2001.0,2.0,67674.0,4396.0,6.1,72070.0,,,18708.0,21319622.0
Laredo,2001.0,3.0,67819.0,4515.0,6.2,72334.0,,,18708.0,21319622.0
Laredo,2001.0,4.0,67749.0,4584.0,6.3,72333.0,,,18708.0,21319622.0
Laredo,2001.0,5.0,67766.0,4591.0,6.3,72357.0,,,18708.0,21319622.0
Laredo,2001.0,6.0,67951.0,4601.0,6.3,72552.0,,,18708.0,21319622.0
Laredo,2001.0,7.0,67968.0,4655.0,6.4,72623.0,,,18708.0,21319622.0
Laredo,2001.0,8.0,68072.0,4784.0,6.6,72856.0,,,18708.0,21319622.0
Laredo,2001.0,9.0,68631.0,4973.0,6.8,73604.0,,,18708.0,21319622.0
Laredo,2001.0,10.0,69167.0,5164.0,6.9,74331.0,,,18708.0,21319622.0
Laredo,2001.0,11.0,69616.0,5318.0,7.1,74934.0,,,18708.0,21319622.0
Laredo,2001.0,12.0,70008.0,5423.0,7.2,75431.0,,,18708.0,21319622.0
Laredo,2002.0,1.0,70199.0,5461.0,7.2,75660.0,,,19349.0,21690325.0
Laredo,2002.0,2.0,70555.0,5487.0,7.2,76042.0,,,19349.0,21690325.0
Laredo,2002.0,3.0,70882.0,5608.0,7.3,76490.0,,,19349.0,21690325.0
Laredo,2002.0,4.0,71120.0,5723.0,7.4,76843.0,,,19349.0,21690325.0
Laredo,2002.0,5.0,71609.0,5722.0,7.4,77331.0,,,19349.0,21690325.0
Laredo,2002.0,6.0,72218.0,5674.0,7.3,77892.0,,,19349.0,21690325.0
Laredo,2002.0,7.0,72740.0,5593.0,7.1,78333.0,,,19349.0,21690325.0
Laredo,2002.0,8.0,73207.0,5545.0,7.0,78752.0,,,19349.0,21690325.0
Laredo,2002.0,9.0,73605.0,5622.0,7.1,79227.0,,,19349.0,21690325.0
Laredo,2002.0,10.0,73863.0,5755.0,7.2,79618.0,,,19349.0,21690325.0
Laredo,2002.0,11.0,74112.0,5873.0,7.3,79985.0,,,19349.0,21690325.0
Laredo,2002.0,12.0,74506.0,5960.0,7.4,80466.0,,,19349.0,21690325.0
Laredo,2003.0,1.0,74916.0,5984.0,7.4,80900.0,,,19776.0,22030931.0
Laredo,2003.0,2.0,75014.0,5964.0,7.4,80978.0,,,19776.0,22030931.0
Laredo,2003.0,3.0,74889.0,5989.0,7.4,80878.0,,,19776.0,22030931.0
Laredo,2003.0,4.0,74835.0,6071.0,7.5,80906.0,,,19776.0,22030931.0
Laredo,2003.0,5.0,74894.0,6121.0,7.6,81015.0,,,19776.0,22030931.0
Laredo,2003.0,6.0,74999.0,6068.0,7.5,81067.0,,,19776.0,22030931.0
Laredo,2003.0,7.0,75090.0,5945.0,7.3,81035.0,,,19776.0,22030931.0
Laredo,2003.0,8.0,75131.0,5885.0,7.3,81016.0,,,19776.0,22030931.0
Laredo,2003.0,9.0,75337.0,5901.0,7.3,81238.0,,,19776.0,22030931.0
Laredo,2003.0,10.0,75929.0,5890.0,7.2,81819.0,,,19776.0,22030931.0
Laredo,2003.0,11.0,76452.0,5814.0,7.1,82266.0,,,19776.0,22030931.0
Laredo,2003.0,12.0,76677.0,5721.0,6.9,82398.0,,,19776.0,22030931.0
Laredo,2004.0,1.0,76964.0,5628.0,6.8,82592.0,,,19670.0,22394023.0
Laredo,2004.0,2.0,77394.0,5567.0,6.7,82961.0,,,19670.0,22394023.0
Laredo,2004.0,3.0,77637.0,5581.0,6.7,83218.0,,,19670.0,22394023.0
Laredo,2004.0,4.0,77577.0,5571.0,6.7,83148.0,,,19670.0,22394023.0
Laredo,2004.0,5.0,77453.0,5520.0,6.7,82973.0,,,19670.0,22394023.0
Laredo,2004.0,6.0,77304.0,5481.0,6.6,82785.0,,,19670.0,22394023.0
Laredo,2004.0,7.0,77194.0,5430.0,6.6,82624.0,,,19670.0,22394023.0
Laredo,2004.0,8.0,77236.0,5390.0,6.5,82626.0,,,19670.0,22394023.0
Laredo,2004.0,9.0,77529.0,5431.0,6.5,82960.0,,,19670.0,22394023.0
Laredo,2004.0,10.0,78035.0,5511.0,6.6,83546.0,,,19670.0,22394023.0
Laredo,2004.0,11.0,78309.0,5556.0,6.6,83865.0,,,19670.0,22394023.0
Laredo,2004.0,12.0,78365.0,5547.0,6.6,83912.0,,,19670.0,22394023.0
Laredo,2005.0,1.0,78573.0,5492.0,6.5,84065.0,,,21347.0,22778123.0
Laredo,2005.0,2.0,78722.0,5433.0,6.5,84155.0,,,21347.0,22778123.0
Laredo,2005.0,3.0,78878.0,5357.0,6.4,84235.0,,,21347.0,22778123.0
Laredo,2005.0,4.0,79348.0,5296.0,6.3,84644.0,,,21347.0,22778123.0
Laredo,2005.0,5.0,79740.0,5238.0,6.2,84978.0,,,21347.0,22778123.0
Laredo,2005.0,6.0,80212.0,5151.0,6.0,85363.0,,,21347.0,22778123.0
Laredo,2005.0,7.0,81137.0,5094.0,5.9,86231.0,,,21347.0,22778123.0
Laredo,2005.0,8.0,81813.0,5023.0,5.8,86836.0,,,21347.0,22778123.0
Laredo,2005.0,9.0,81926.0,4908.0,5.7,86834.0,,,21347.0,22778123.0
Laredo,2005.0,10.0,81758.0,4848.0,5.6,86606.0,,,21347.0,22778123.0
Laredo,2005.0,11.0,81650.0,4866.0,5.6,86516.0,,,21347.0,22778123.0
Laredo,2005.0,12.0,81831.0,4830.0,5.6,86661.0,,,21347.0,22778123.0
Laredo,2006.0,1.0,81954.0,4757.0,5.5,86711.0,,,22540.0,23359580.0
Laredo,2006.0,2.0,82050.0,4788.0,5.5,86838.0,,,22540.0,23359580.0
Laredo,2006.0,3.0,82248.0,4886.0,5.6,87134.0,,,22540.0,23359580.0
Laredo,2006.0,4.0,82451.0,4978.0,5.7,87429.0,,,22540.0,23359580.0
Laredo,2006.0,5.0,82687.0,4994.0,5.7,87681.0,,,22540.0,23359580.0
Laredo,2006.0,6.0,82882.0,4929.0,5.6,87811.0,,,22540.0,23359580.0
Laredo,2006.0,7.0,83231.0,4872.0,5.5,88103.0,,,22540.0,23359580.0
Laredo,2006.0,8.0,83656.0,4782.0,5.4,88438.0,,,22540.0,23359580.0
Laredo,2006.0,9.0,83891.0,4618.0,5.2,88509.0,,,22540.0,23359580.0
Laredo,2006.0,10.0,84165.0,4479.0,5.1,88644.0,,,22540.0,23359580.0
Laredo,2006.0,11.0,84399.0,4366.0,4.9,88765.0,,,22540.0,23359580.0
Laredo,2006.0,12.0,84412.0,4261.0,4.8,88673.0,,,22540.0,23359580.0
Laredo,2007.0,1.0,84257.0,4214.0,4.8,88471.0,,,23162.0,23831983.0
Laredo,2007.0,2.0,84157.0,4140.0,4.7,88297.0,,,23162.0,23831983.0
Laredo,2007.0,3.0,84168.0,4022.0,4.6,88190.0,,,23162.0,23831983.0
Laredo,2007.0,4.0,84256.0,3967.0,4.5,88223.0,,,23162.0,23831983.0
Laredo,2007.0,5.0,84762.0,4007.0,4.5,88769.0,,,23162.0,23831983.0
Laredo,2007.0,6.0,85494.0,4117.0,4.6,89611.0,,,23162.0,23831983.0
Laredo,2007.0,7.0,85942.0,4171.0,4.6,90113.0,,,23162.0,23831983.0
Laredo,2007.0,8.0,86000.0,4161.0,4.6,90161.0,,,23162.0,23831983.0
Laredo,2007.0,9.0,85793.0,4191.0,4.7,89984.0,,,23162.0,23831983.0
Laredo,2007.0,10.0,85640.0,4237.0,4.7,89877.0,,,23162.0,23831983.0
Laredo,2007.0,11.0,85617.0,4305.0,4.8,89922.0,,,23162.0,23831983.0
Laredo,2007.0,12.0,85692.0,4367.0,4.8,90059.0,,,23162.0,23831983.0
Laredo,2008.0,1.0,85997.0,4343.0,4.8,90340.0,,,25861.0,24309039.0
Laredo,2008.0,2.0,86342.0,4301.0,4.7,90643.0,,,25861.0,24309039.0
Laredo,2008.0,3.0,86845.0,4303.0,4.7,91148.0,,,25861.0,24309039.0
Laredo,2008.0,4.0,87596.0,4371.0,4.8,91967.0,,,25861.0,24309039.0
Laredo,2008.0,5.0,88144.0,4547.0,4.9,92691.0,,,25861.0,24309039.0
Laredo,2008.0,6.0,88203.0,4781.0,5.1,92984.0,,,25861.0,24309039.0
Laredo,2008.0,7.0,87787.0,5042.0,5.4,92829.0,,,25861.0,24309039.0
Laredo,2008.0,8.0,87648.0,5254.0,5.7,92902.0,,,25861.0,24309039.0
Laredo,2008.0,9.0,88050.0,5335.0,5.7,93385.0,,,25861.0,24309039.0
Laredo,2008.0,10.0,88057.0,5404.0,5.8,93461.0,,,25861.0,24309039.0
Laredo,2008.0,11.0,87559.0,5550.0,6.0,93109.0,,,25861.0,24309039.0
Laredo,2008.0,12.0,87162.0,5775.0,6.2,92937.0,,,25861.0,24309039.0
Laredo,2009.0,1.0,86864.0,6080.0,6.5,92944.0,,,24221.0,24801761.0
Laredo,2009.0,2.0,86567.0,6403.0,6.9,92970.0,,,24221.0,24801761.0
Laredo,2009.0,3.0,86353.0,6616.0,7.1,92969.0,,,24221.0,24801761.0
Laredo,2009.0,4.0,86143.0,6722.0,7.2,92865.0,,,24221.0,24801761.0
Laredo,2009.0,5.0,85923.0,8158.0,8.7,94081.0,,,24221.0,24801761.0
Laredo,2009.0,6.0,85944.0,8418.0,8.9,94362.0,,,24221.0,24801761.0
Laredo,2009.0,7.0,86069.0,8736.0,9.2,94805.0,,,24221.0,24801761.0
Laredo,2009.0,8.0,85855.0,9049.0,9.5,94904.0,,,24221.0,24801761.0
Laredo,2009.0,9.0,85624.0,9241.0,9.7,94865.0,,,24221.0,24801761.0
Laredo,2009.0,10.0,85851.0,9217.0,9.7,95068.0,,,24221.0,24801761.0
Laredo,2009.0,11.0,86125.0,9085.0,9.5,95210.0,,,24221.0,24801761.0
Laredo,2009.0,12.0,86145.0,9036.0,9.5,95181.0,,,24221.0,24801761.0
Laredo,2010.0,1.0,94743.0,9061.0,8.7,103804.0,,,25497.0,25145561.0
Laredo,2010.0,2.0,94980.0,9078.0,8.7,104058.0,,,25497.0,25145561.0
Laredo,2010.0,3.0,95405.0,9095.0,8.7,104500.0,,,25497.0,25145561.0
Laredo,2010.0,4.0,95963.0,8947.0,8.5,104910.0,,,25497.0,25145561.0
Laredo,2010.0,5.0,96201.0,8586.0,8.2,104787.0,,,25497.0,25145561.0
Laredo,2010.0,6.0,96334.0,8298.0,7.9,104632.0,,,25497.0,25145561.0
Laredo,2010.0,7.0,96813.0,8273.0,7.9,105086.0,,,25497.0,25145561.0
Laredo,2010.0,8.0,97184.0,8369.0,7.9,105553.0,,,25497.0,25145561.0
Laredo,2010.0,9.0,97031.0,8409.0,8.0,105440.0,,,25497.0,25145561.0
Laredo,2010.0,10.0,96901.0,8501.0,8.1,105402.0,,,25497.0,25145561.0
Laredo,2010.0,11.0,97199.0,8638.0,8.2,105837.0,974.0,,25497.0,25145561.0
Laredo,2010.0,12.0,97841.0,8577.0,8.1,106418.0,975.0,,25497.0,25145561.0
Laredo,2011.0,1.0,98609.0,8362.0,7.8,106971.0,985.0,,27337.0,25646389.0
Laredo,2011.0,2.0,99026.0,8197.0,7.6,107223.0,993.0,,27337.0,25646389.0
Laredo,2011.0,3.0,99015.0,8132.0,7.6,107147.0,999.0,,27337.0,25646389.0
Laredo,2011.0,4.0,99012.0,8117.0,7.6,107129.0,1000.0,,27337.0,25646389.0
Laredo,2011.0,5.0,99197.0,8089.0,7.5,107286.0,1003.0,,27337.0,25646389.0
Laredo,2011.0,6.0,99415.0,8041.0,7.5,107456.0,1012.0,,27337.0,25646389.0
Laredo,2011.0,7.0,99652.0,8009.0,7.4,107661.0,1013.0,,27337.0,25646389.0
Laredo,2011.0,8.0,100050.0,8037.0,7.4,108087.0,1004.0,,27337.0,25646389.0
Laredo,2011.0,9.0,100558.0,8045.0,7.4,108603.0,986.0,,27337.0,25646389.0
Laredo,2011.0,10.0,100975.0,7893.0,7.3,108868.0,974.0,,27337.0,25646389.0
Laredo,2011.0,11.0,101293.0,7685.0,7.1,108978.0,969.0,,27337.0,25646389.0
Laredo,2011.0,12.0,101485.0,7544.0,6.9,109029.0,968.0,,27337.0,25646389.0
Laredo,2012.0,1.0,101486.0,7415.0,6.8,108901.0,977.0,,28131.0,26071655.0
Laredo,2012.0,2.0,101546.0,7290.0,6.7,108836.0,986.0,,28131.0,26071655.0
Laredo,2012.0,3.0,101631.0,7200.0,6.6,108831.0,992.0,,28131.0,26071655.0
Laredo,2012.0,4.0,101515.0,7167.0,6.6,108682.0,991.0,,28131.0,26071655.0
Laredo,2012.0,5.0,101530.0,7196.0,6.6,108726.0,1002.0,,28131.0,26071655.0
Laredo,2012.0,6.0,101872.0,7209.0,6.6,109081.0,1003.0,,28131.0,26071655.0
Laredo,2012.0,7.0,102217.0,7120.0,6.5,109337.0,1010.0,,28131.0,26071655.0
Laredo,2012.0,8.0,102535.0,6945.0,6.3,109480.0,1034.0,,28131.0,26071655.0
Laredo,2012.0,9.0,102894.0,6812.0,6.2,109706.0,1082.0,,28131.0,26071655.0
Laredo,2012.0,10.0,103043.0,6783.0,6.2,109826.0,1123.0,,28131.0,26071655.0
Laredo,2012.0,11.0,102969.0,6851.0,6.2,109820.0,1137.0,,28131.0,26071655.0
Laredo,2012.0,12.0,102999.0,6990.0,6.4,109989.0,1130.0,155450.0,28131.0,26071655.0
Laredo,2013.0,1.0,103256.0,7056.0,6.4,110312.0,1085.0,150000.0,28068.0,26473525.0
Laredo,2013.0,2.0,103411.0,6977.0,6.3,110388.0,1059.0,146990.0,28068.0,26473525.0
Laredo,2013.0,3.0,103541.0,6897.0,6.2,110438.0,1059.0,146000.0,28068.0,26473525.0
Laredo,2013.0,4.0,103976.0,6907.0,6.2,110883.0,1105.0,155000.0,28068.0,26473525.0
Laredo,2013.0,5.0,104282.0,6924.0,6.2,111206.0,1121.0,159900.0,28068.0,26473525.0
Laredo,2013.0,6.0,104310.0,6853.0,6.2,111163.0,1117.0,159000.0,28068.0,26473525.0
Laredo,2013.0,7.0,104412.0,6710.0,6.0,111122.0,1095.0,159450.0,28068.0,26473525.0
Laredo,2013.0,8.0,104464.0,6611.0,6.0,111075.0,1087.0,150000.0,28068.0,26473525.0
Laredo,2013.0,9.0,104092.0,6573.0,5.9,110665.0,1080.0,158500.0,28068.0,26473525.0
Laredo,2013.0,10.0,103635.0,6499.0,5.9,110134.0,1080.0,145900.0,28068.0,26473525.0
Laredo,2013.0,11.0,103709.0,6387.0,5.8,110096.0,1076.0,144950.0,28068.0,26473525.0
Laredo,2013.0,12.0,104070.0,6278.0,5.7,110348.0,1080.0,149000.0,28068.0,26473525.0
Laredo,2014.0,1.0,104350.0,6214.0,5.6,110564.0,1089.0,142000.0,28655.0,26944751.0
Laredo,2014.0,2.0,104550.0,6185.0,5.6,110735.0,1080.0,139950.0,28655.0,26944751.0
Laredo,2014.0,3.0,104824.0,6039.0,5.4,110863.0,1073.0,145000.0,28655.0,26944751.0
Laredo,2014.0,4.0,105109.0,5813.0,5.2,110922.0,1057.0,155400.0,28655.0,26944751.0
Laredo,2014.0,5.0,105328.0,5711.0,5.1,111039.0,1056.0,158950.0,28655.0,26944751.0
Laredo,2014.0,6.0,105535.0,5725.0,5.1,111260.0,1062.0,154000.0,28655.0,26944751.0
Laredo,2014.0,7.0,105719.0,5721.0,5.1,111440.0,1085.0,157200.0,28655.0,26944751.0
Laredo,2014.0,8.0,105929.0,5611.0,5.0,111540.0,1116.0,159900.0,28655.0,26944751.0
Laredo,2014.0,9.0,106137.0,5426.0,4.9,111563.0,1144.0,159900.0,28655.0,26944751.0
Laredo,2014.0,10.0,106242.0,5243.0,4.7,111485.0,1164.0,163000.0,28655.0,26944751.0
Laredo,2014.0,11.0,106228.0,5077.0,4.6,111305.0,1179.0,152000.0,28655.0,26944751.0
Laredo,2014.0,12.0,106269.0,4976.0,4.5,111245.0,1192.0,164800.0,28655.0,26944751.0
Laredo,2015.0,1.0,106327.0,4998.0,4.5,111325.0,1211.0,164500.0,29778.0,27429639.0
Laredo,2015.0,2.0,106399.0,5071.0,4.5,111470.0,1227.0,175000.0,29778.0,27429639.0
Laredo,2015.0,3.0,106625.0,5148.0,4.6,111773.0,1213.0,188990.0,29778.0,27429639.0
Laredo,2015.0,4.0,106962.0,5250.0,4.7,112212.0,1179.0,189000.0,29778.0,27429639.0
Laredo,2015.0,5.0,107288.0,5332.0,4.7,112620.0,1148.0,192250.0,29778.0,27429639.0
Laredo,2015.0,6.0,107372.0,5360.0,4.8,112732.0,1150.0,192500.0,29778.0,27429639.0
Laredo,2015.0,7.0,107157.0,5358.0,4.8,112515.0,1168.0,189900.0,29778.0,27429639.0
Laredo,2015.0,8.0,107010.0,5372.0,4.8,112382.0,1179.0,191990.0,29778.0,27429639.0
Laredo,2015.0,9.0,107126.0,5432.0,4.8,112558.0,1181.0,191990.0,29778.0,27429639.0
Laredo,2015.0,10.0,107378.0,5518.0,4.9,112896.0,1179.0,189900.0,29778.0,27429639.0
Laredo,2015.0,11.0,107645.0,5559.0,4.9,113204.0,1176.0,193990.0,29778.0,27429639.0
Laredo,2015.0,12.0,107826.0,5555.0,4.9,113381.0,1180.0,191990.0,29778.0,27429639.0
Laredo,2016.0,1.0,108044.0,5284.0,4.7,113328.0,1188.0,175000.0,,27862596.0
Laredo,2016.0,2.0,108682.0,5203.0,4.6,113885.0,1196.0,169900.0,,27862596.0
Laredo,2016.0,3.0,108769.0,5454.0,4.8,114223.0,1207.0,168000.0,,27862596.0
Laredo,2016.0,4.0,108763.0,5501.0,4.8,114264.0,1210.0,170000.0,,27862596.0
Laredo,2016.0,5.0,109095.0,5424.0,4.7,114519.0,1211.0,173000.0,,27862596.0
Laredo,2016.0,6.0,109606.0,5407.0,4.7,115013.0,1199.0,179500.0,,27862596.0
Laredo,2016.0,7.0,110013.0,5647.0,4.9,115660.0,1181.0,178000.0,,27862596.0
Laredo,2016.0,8.0,110565.0,5879.0,5.0,116444.0,1145.0,175000.0,,27862596.0
Laredo,2016.0,9.0,110568.0,5980.0,5.1,116548.0,1113.0,178000.0,,27862596.0
Laredo,2016.0,10.0,110245.0,5649.0,4.9,115894.0,1086.0,179990.0,,27862596.0
Laredo,2016.0,11.0,110571.0,5239.0,4.5,115810.0,1074.0,179000.0,,27862596.0
Laredo,2016.0,12.0,110423.0,5554.0,4.8,115977.0,1076.0,175865.0,,27862596.0
Laredo,2017.0,1.0,108788.0,5536.0,4.8,114324.0,1086.0,173790.0,,
Laredo,2017.0,2.0,109115.0,5706.0,5.0,114821.0,1097.0,174900.0,,
Laredo,2017.0,3.0,109280.0,5769.0,5.0,115049.0,1115.0,178312.5,,
Laredo,2017.0,4.0,109471.0,5557.0,4.8,115028.0,1132.0,183476.0,,
Laredo,2017.0,5.0,109235.0,5274.0,4.6,114509.0,1150.0,181500.0,,
Laredo,2017.0,6.0,109613.0,4928.0,4.3,114541.0,1164.0,179999.5,,
Laredo,2017.0,7.0,109998.0,4537.0,4.0,114535.0,1165.0,184900.0,,
Laredo,2017.0,8.0,109744.0,4734.0,4.1,114478.0,1158.0,182750.0,,
Laredo,2017.0,9.0,110356.0,4457.0,3.9,114813.0,1143.0,182990.0,,
Laredo,2017.0,10.0,,,,,1133.0,182815.0,,
Longview,1990.0,1.0,79696.0,6411.0,7.4,86107.0,,,,16986335.0
Longview,1990.0,2.0,79890.0,6327.0,7.3,86217.0,,,,16986335.0
Longview,1990.0,3.0,80053.0,6326.0,7.3,86379.0,,,,16986335.0
Longview,1990.0,4.0,80154.0,6368.0,7.4,86522.0,,,,16986335.0
Longview,1990.0,5.0,80279.0,6262.0,7.2,86541.0,,,,16986335.0
Longview,1990.0,6.0,80396.0,6202.0,7.2,86598.0,,,,16986335.0
Longview,1990.0,7.0,80460.0,6402.0,7.4,86862.0,,,,16986335.0
Longview,1990.0,8.0,80555.0,6696.0,7.7,87251.0,,,,16986335.0
Longview,1990.0,9.0,80901.0,6784.0,7.7,87685.0,,,,16986335.0
Longview,1990.0,10.0,81418.0,6777.0,7.7,88195.0,,,,16986335.0
Longview,1990.0,11.0,81744.0,6943.0,7.8,88687.0,,,,16986335.0
Longview,1990.0,12.0,82076.0,7124.0,8.0,89200.0,,,,16986335.0
Longview,1991.0,1.0,82574.0,7283.0,8.1,89857.0,,,,17398005.0
Longview,1991.0,2.0,82978.0,7540.0,8.3,90518.0,,,,17398005.0
Longview,1991.0,3.0,83230.0,7712.0,8.5,90942.0,,,,17398005.0
Longview,1991.0,4.0,83322.0,7833.0,8.6,91155.0,,,,17398005.0
Longview,1991.0,5.0,83293.0,7946.0,8.7,91239.0,,,,17398005.0
Longview,1991.0,6.0,83259.0,7789.0,8.6,91048.0,,,,17398005.0
Longview,1991.0,7.0,83237.0,7528.0,8.3,90765.0,,,,17398005.0
Longview,1991.0,8.0,83257.0,7358.0,8.1,90615.0,,,,17398005.0
Longview,1991.0,9.0,83244.0,7408.0,8.2,90652.0,,,,17398005.0
Longview,1991.0,10.0,83050.0,7757.0,8.5,90807.0,,,,17398005.0
Longview,1991.0,11.0,82904.0,8172.0,9.0,91076.0,,,,17398005.0
Longview,1991.0,12.0,83148.0,8583.0,9.4,91731.0,,,,17398005.0
Longview,1992.0,1.0,83602.0,8823.0,9.5,92425.0,,,,17759738.0
Longview,1992.0,2.0,83921.0,8759.0,9.5,92680.0,,,,17759738.0
Longview,1992.0,3.0,84144.0,8524.0,9.2,92668.0,,,,17759738.0
Longview,1992.0,4.0,84274.0,8370.0,9.0,92644.0,,,,17759738.0
Longview,1992.0,5.0,84284.0,8479.0,9.1,92763.0,,,,17759738.0
Longview,1992.0,6.0,84344.0,8543.0,9.2,92887.0,,,,17759738.0
Longview,1992.0,7.0,84499.0,8376.0,9.0,92875.0,,,,17759738.0
Longview,1992.0,8.0,84577.0,8364.0,9.0,92941.0,,,,17759738.0
Longview,1992.0,9.0,84485.0,8589.0,9.2,93074.0,,,,17759738.0
Longview,1992.0,10.0,84374.0,8801.0,9.4,93175.0,,,,17759738.0
Longview,1992.0,11.0,84345.0,9014.0,9.7,93359.0,,,,17759738.0
Longview,1992.0,12.0,84199.0,9066.0,9.7,93265.0,,,,17759738.0
Longview,1993.0,1.0,83947.0,9028.0,9.7,92975.0,,,,18161612.0
Longview,1993.0,2.0,83908.0,9021.0,9.7,92929.0,,,,18161612.0
Longview,1993.0,3.0,83951.0,8902.0,9.6,92853.0,,,,18161612.0
Longview,1993.0,4.0,83920.0,8796.0,9.5,92716.0,,,,18161612.0
Longview,1993.0,5.0,84046.0,8670.0,9.4,92716.0,,,,18161612.0
Longview,1993.0,6.0,84408.0,8500.0,9.1,92908.0,,,,18161612.0
Longview,1993.0,7.0,84852.0,8282.0,8.9,93134.0,,,,18161612.0
Longview,1993.0,8.0,85159.0,7951.0,8.5,93110.0,,,,18161612.0
Longview,1993.0,9.0,85217.0,7719.0,8.3,92936.0,,,,18161612.0
Longview,1993.0,10.0,85229.0,7689.0,8.3,92918.0,,,,18161612.0
Longview,1993.0,11.0,85345.0,7642.0,8.2,92987.0,,,,18161612.0
Longview,1993.0,12.0,85435.0,7573.0,8.1,93008.0,,,,18161612.0
Longview,1994.0,1.0,85487.0,7755.0,8.3,93242.0,,,,18564062.0
Longview,1994.0,2.0,85496.0,8050.0,8.6,93546.0,,,,18564062.0
